run_date,line_id,plant_id,planned_runtime_min,downtime_minutes,units_produced,units_defective,availability,performance,quality,oee,downtime_cost_usd,scrap_cost_usd,lost_production_revenue_usd
2024-03-19,P2-L1,P2,1440,0,925,20,1.0,0.881,0.9784,0.8619,0.0,440,0.0
2024-03-22,P2-L2,P2,1440,0,937,17,1.0,0.8924,0.9819,0.8762,0.0,374,0.0
2024-03-23,P2-L1,P2,1440,0,923,33,1.0,0.879,0.9642,0.8476,0.0,726,0.0
2024-03-23,P2-L3,P2,1440,0,974,15,1.0,0.9276,0.9846,0.9133,0.0,330,0.0
2024-03-24,P3-L3,P3,1440,0,889,16,1.0,0.8467,0.982,0.8314,0.0,352,0.0
2024-03-25,P1-L2,P1,1440,0,961,26,1.0,0.9152,0.9729,0.8905,0.0,572,0.0
2024-03-25,P2-L1,P2,1440,0,811,22,1.0,0.7724,0.9729,0.7514,0.0,484,0.0
2024-03-26,P3-L3,P3,1440,0,1011,43,1.0,0.9629,0.9575,0.9219,0.0,946,0.0
2024-03-28,P1-L1,P1,1440,0,827,22,1.0,0.7876,0.9734,0.7667,0.0,484,0.0
2024-04-02,P1-L1,P1,1440,0,968,18,1.0,0.9219,0.9814,0.9048,0.0,396,0.0
2024-04-02,P2-L2,P2,1440,0,871,24,1.0,0.8295,0.9724,0.8067,0.0,528,0.0
2024-04-04,P1-L3,P1,1440,86,1053,26,0.9403,1.0,0.9753,0.9171,6020.0,572,2508.33
2024-04-04,P2-L3,P2,1440,0,928,11,1.0,0.8838,0.9881,0.8733,0.0,242,0.0
2024-04-07,P3-L1,P3,1440,0,915,29,1.0,0.8714,0.9683,0.8438,0.0,638,0.0
2024-04-07,P3-L3,P3,1440,0,958,27,1.0,0.9124,0.9718,0.8867,0.0,594,0.0
2024-04-08,P3-L1,P3,1440,0,927,26,1.0,0.8829,0.972,0.8581,0.0,572,0.0
2024-04-08,P3-L2,P3,1440,0,967,35,1.0,0.921,0.9638,0.8876,0.0,770,0.0
2024-04-11,P3-L1,P3,1440,0,912,29,1.0,0.8686,0.9682,0.841,0.0,638,0.0
2024-04-12,P1-L2,P1,1440,0,925,26,1.0,0.881,0.9719,0.8562,0.0,572,0.0
2024-04-12,P3-L1,P3,1440,0,986,21,1.0,0.939,0.9787,0.919,0.0,462,0.0
2024-04-13,P1-L2,P1,1440,9,933,27,0.9938,0.8886,0.9711,0.8575,540.0,594,262.5
2024-04-13,P2-L3,P2,1440,0,986,24,1.0,0.939,0.9757,0.9162,0.0,528,0.0
2024-04-14,P2-L1,P2,1440,0,845,16,1.0,0.8048,0.9811,0.7895,0.0,352,0.0
2024-04-15,P2-L1,P2,1440,0,1001,23,1.0,0.9533,0.977,0.9314,0.0,506,0.0
2024-04-15,P2-L2,P2,1440,0,896,37,1.0,0.8533,0.9587,0.8181,0.0,814,0.0
2024-04-15,P2-L3,P2,1440,0,847,15,1.0,0.8067,0.9823,0.7924,0.0,330,0.0
2024-04-19,P1-L1,P1,1440,0,934,29,1.0,0.8895,0.969,0.8619,0.0,638,0.0
2024-04-19,P2-L2,P2,1440,0,932,19,1.0,0.8876,0.9796,0.8695,0.0,418,0.0
2024-04-20,P3-L3,P3,1440,44,1033,28,0.9694,0.9838,0.9729,0.9279,3080.0,616,1283.33
2024-04-21,P3-L2,P3,1440,0,929,20,1.0,0.8848,0.9785,0.8657,0.0,440,0.0
2024-04-21,P3-L3,P3,1440,0,905,25,1.0,0.8619,0.9724,0.8381,0.0,550,0.0
2024-04-22,P2-L3,P2,1440,0,928,19,1.0,0.8838,0.9795,0.8657,0.0,418,0.0
2024-04-22,P3-L1,P3,1440,0,974,27,1.0,0.9276,0.9723,0.9019,0.0,594,0.0
2024-04-22,P3-L2,P3,1440,0,870,7,1.0,0.8286,0.992,0.8219,0.0,154,0.0
2024-04-23,P2-L1,P2,1440,0,873,29,1.0,0.8314,0.9668,0.8038,0.0,638,0.0
2024-04-23,P2-L3,P2,1440,0,1009,39,1.0,0.961,0.9613,0.9238,0.0,858,0.0
2024-04-23,P3-L1,P3,1440,0,879,25,1.0,0.8371,0.9716,0.8133,0.0,550,0.0
2024-04-24,P2-L3,P2,1440,0,919,27,1.0,0.8752,0.9706,0.8495,0.0,594,0.0
2024-04-24,P3-L3,P3,1440,0,953,26,1.0,0.9076,0.9727,0.8829,0.0,572,0.0
2024-04-25,P1-L3,P1,1440,0,796,27,1.0,0.7581,0.9661,0.7324,0.0,594,0.0
2024-04-25,P2-L3,P2,1440,0,927,25,1.0,0.8829,0.973,0.859,0.0,550,0.0
2024-04-26,P1-L3,P1,1440,0,984,34,1.0,0.9371,0.9654,0.9048,0.0,748,0.0
2024-04-27,P2-L2,P2,1440,0,901,27,1.0,0.8581,0.97,0.8324,0.0,594,0.0
2024-04-27,P3-L1,P3,1440,0,933,26,1.0,0.8886,0.9721,0.8638,0.0,572,0.0
2024-04-27,P3-L3,P3,1440,0,896,31,1.0,0.8533,0.9654,0.8238,0.0,682,0.0
2024-04-28,P1-L1,P1,1440,0,885,29,1.0,0.8429,0.9672,0.8152,0.0,638,0.0
2024-04-30,P1-L3,P1,1440,16,875,20,0.9889,0.8333,0.9771,0.8052,1280.0,440,466.67
2024-05-01,P3-L1,P3,1440,0,922,33,1.0,0.8781,0.9642,0.8467,0.0,726,0.0
2024-05-03,P1-L1,P1,1440,0,961,23,1.0,0.9152,0.9761,0.8933,0.0,506,0.0
2024-05-05,P1-L2,P1,1440,0,835,25,1.0,0.7952,0.9701,0.7714,0.0,550,0.0
2024-05-05,P2-L1,P2,1440,0,774,22,1.0,0.7371,0.9716,0.7162,0.0,484,0.0
2024-05-07,P2-L1,P2,1440,0,1023,31,1.0,0.9743,0.9697,0.9448,0.0,682,0.0
2024-05-09,P2-L1,P2,1440,0,1045,15,1.0,0.9952,0.9856,0.981,0.0,330,0.0
2024-05-10,P1-L2,P1,1440,0,1010,30,1.0,0.9619,0.9703,0.9333,0.0,660,0.0
2024-05-10,P3-L1,P3,1440,0,993,31,1.0,0.9457,0.9688,0.9162,0.0,682,0.0
2024-05-10,P3-L3,P3,1440,0,1033,22,1.0,0.9838,0.9787,0.9629,0.0,484,0.0
2024-05-11,P2-L2,P2,1440,0,826,20,1.0,0.7867,0.9758,0.7676,0.0,440,0.0
2024-05-11,P3-L3,P3,1440,0,729,16,1.0,0.6943,0.9781,0.679,0.0,352,0.0
2024-05-12,P1-L1,P1,1440,0,864,31,1.0,0.8229,0.9641,0.7933,0.0,682,0.0
2024-05-13,P2-L3,P2,1440,0,882,23,1.0,0.84,0.9739,0.8181,0.0,506,0.0
2024-05-13,P3-L2,P3,1440,0,893,20,1.0,0.8505,0.9776,0.8314,0.0,440,0.0
2024-05-15,P1-L3,P1,1440,0,1006,30,1.0,0.9581,0.9702,0.9295,0.0,660,0.0
2024-05-15,P2-L1,P2,1440,0,1088,13,1.0,1.0,0.9881,0.9881,0.0,286,0.0
2024-05-15,P3-L1,P3,1440,71,893,26,0.9507,0.8505,0.9709,0.785,4260.0,572,2070.83
2024-05-16,P1-L1,P1,1440,0,1048,31,1.0,0.9981,0.9704,0.9686,0.0,682,0.0
2024-05-17,P3-L2,P3,1440,0,919,24,1.0,0.8752,0.9739,0.8524,0.0,528,0.0
2024-05-18,P3-L3,P3,1440,0,910,23,1.0,0.8667,0.9747,0.8448,0.0,506,0.0
2024-05-19,P3-L1,P3,1440,0,922,22,1.0,0.8781,0.9761,0.8571,0.0,484,0.0
2024-05-20,P2-L1,P2,1440,101,909,24,0.9299,0.8657,0.9736,0.7837,4545.0,528,2945.83
2024-05-20,P3-L2,P3,1440,0,971,35,1.0,0.9248,0.964,0.8914,0.0,770,0.0
2024-05-22,P3-L1,P3,1440,0,853,25,1.0,0.8124,0.9707,0.7886,0.0,550,0.0
2024-05-23,P2-L1,P2,1440,0,888,19,1.0,0.8457,0.9786,0.8276,0.0,418,0.0
2024-05-28,P3-L1,P3,1440,0,810,25,1.0,0.7714,0.9691,0.7476,0.0,550,0.0
2024-05-28,P3-L2,P3,1440,0,880,22,1.0,0.8381,0.975,0.8171,0.0,484,0.0
2024-05-29,P2-L3,P2,1440,0,846,19,1.0,0.8057,0.9775,0.7876,0.0,418,0.0
2024-05-30,P1-L2,P1,1440,0,1017,34,1.0,0.9686,0.9666,0.9362,0.0,748,0.0
2024-05-31,P3-L1,P3,1440,0,1068,46,1.0,1.0,0.9569,0.9569,0.0,1012,0.0
2024-06-01,P3-L3,P3,1440,0,885,22,1.0,0.8429,0.9751,0.8219,0.0,484,0.0
2024-06-02,P2-L2,P2,1440,0,798,18,1.0,0.76,0.9774,0.7429,0.0,396,0.0
2024-06-04,P3-L1,P3,1440,0,941,27,1.0,0.8962,0.9713,0.8705,0.0,594,0.0
2024-06-05,P3-L1,P3,1440,0,998,33,1.0,0.9505,0.9669,0.919,0.0,726,0.0
2024-06-06,P1-L1,P1,1440,0,911,13,1.0,0.8676,0.9857,0.8552,0.0,286,0.0
2024-06-06,P2-L2,P2,1440,0,886,23,1.0,0.8438,0.974,0.8219,0.0,506,0.0
2024-06-08,P1-L1,P1,1440,0,821,29,1.0,0.7819,0.9647,0.7543,0.0,638,0.0
2024-06-08,P1-L3,P1,1440,0,979,30,1.0,0.9324,0.9694,0.9038,0.0,660,0.0
2024-06-08,P2-L1,P2,1440,0,964,21,1.0,0.9181,0.9782,0.8981,0.0,462,0.0
2024-06-09,P1-L3,P1,1440,0,779,24,1.0,0.7419,0.9692,0.719,0.0,528,0.0
2024-06-10,P2-L1,P2,1440,0,919,16,1.0,0.8752,0.9826,0.86,0.0,352,0.0
2024-06-10,P3-L2,P3,1440,0,991,18,1.0,0.9438,0.9818,0.9267,0.0,396,0.0
2024-06-10,P3-L3,P3,1440,0,787,16,1.0,0.7495,0.9797,0.7343,0.0,352,0.0
2024-06-11,P2-L1,P2,1440,0,1007,36,1.0,0.959,0.9643,0.9248,0.0,792,0.0
2024-06-11,P2-L3,P2,1440,119,959,13,0.9174,0.9133,0.9864,0.8265,9520.0,286,3470.83
2024-06-11,P3-L2,P3,1440,81,804,20,0.9438,0.7657,0.9751,0.7047,3645.0,440,2362.5
2024-06-12,P1-L2,P1,1440,81,897,32,0.9438,0.8543,0.9643,0.7775,6480.0,704,2362.5
2024-06-12,P3-L3,P3,1440,0,772,15,1.0,0.7352,0.9806,0.721,0.0,330,0.0
2024-06-13,P1-L1,P1,1440,0,924,25,1.0,0.88,0.9729,0.8562,0.0,550,0.0
2024-06-14,P2-L2,P2,1440,0,833,22,1.0,0.7933,0.9736,0.7724,0.0,484,0.0
2024-06-14,P3-L2,P3,1440,0,990,32,1.0,0.9429,0.9677,0.9124,0.0,704,0.0
2024-06-16,P2-L3,P2,1440,0,950,28,1.0,0.9048,0.9705,0.8781,0.0,616,0.0
2024-06-17,P2-L2,P2,1440,0,996,38,1.0,0.9486,0.9618,0.9124,0.0,836,0.0
2024-06-18,P1-L3,P1,1440,133,884,27,0.9076,0.8419,0.9695,0.7408,9310.0,594,3879.17
2024-06-18,P3-L1,P3,1440,0,917,26,1.0,0.8733,0.9716,0.8486,0.0,572,0.0
2024-06-19,P2-L1,P2,1440,0,1003,26,1.0,0.9552,0.9741,0.9305,0.0,572,0.0
2024-06-19,P3-L3,P3,1440,0,918,19,1.0,0.8743,0.9793,0.8562,0.0,418,0.0
2024-06-20,P3-L2,P3,1440,0,936,16,1.0,0.8914,0.9829,0.8762,0.0,352,0.0
2024-06-21,P1-L1,P1,1440,0,925,29,1.0,0.881,0.9686,0.8533,0.0,638,0.0
2024-06-22,P1-L3,P1,1440,0,1094,32,1.0,1.0,0.9707,0.9707,0.0,704,0.0
2024-06-22,P3-L2,P3,1440,0,929,30,1.0,0.8848,0.9677,0.8562,0.0,660,0.0
2024-06-23,P3-L3,P3,1440,37,926,30,0.9743,0.8819,0.9676,0.8314,2590.0,660,1079.17
2024-06-24,P1-L1,P1,1440,0,919,26,1.0,0.8752,0.9717,0.8505,0.0,572,0.0
2024-06-24,P3-L3,P3,1440,0,922,43,1.0,0.8781,0.9534,0.8371,0.0,946,0.0
2024-06-25,P3-L1,P3,1440,0,864,19,1.0,0.8229,0.978,0.8048,0.0,418,0.0
2024-06-26,P1-L3,P1,1440,0,849,20,1.0,0.8086,0.9764,0.7895,0.0,440,0.0
2024-06-26,P2-L2,P2,1440,0,946,20,1.0,0.901,0.9789,0.8819,0.0,440,0.0
2024-06-26,P3-L1,P3,1440,0,998,26,1.0,0.9505,0.9739,0.9257,0.0,572,0.0
2024-06-27,P1-L2,P1,1440,0,949,31,1.0,0.9038,0.9673,0.8743,0.0,682,0.0
2024-06-28,P2-L2,P2,1440,0,932,21,1.0,0.8876,0.9775,0.8676,0.0,462,0.0
2024-06-29,P1-L1,P1,1440,0,911,32,1.0,0.8676,0.9649,0.8371,0.0,704,0.0
2024-07-04,P2-L1,P2,1440,0,973,13,1.0,0.9267,0.9866,0.9143,0.0,286,0.0
2024-07-06,P1-L2,P1,1440,0,960,31,1.0,0.9143,0.9677,0.8848,0.0,682,0.0
2024-07-07,P2-L2,P2,1440,0,875,18,1.0,0.8333,0.9794,0.8162,0.0,396,0.0
2024-07-07,P3-L2,P3,1440,0,902,24,1.0,0.859,0.9734,0.8362,0.0,528,0.0
2024-07-08,P3-L3,P3,1440,0,1018,25,1.0,0.9695,0.9754,0.9457,0.0,550,0.0
2024-07-09,P1-L2,P1,1440,0,850,28,1.0,0.8095,0.9671,0.7829,0.0,616,0.0
2024-07-09,P3-L3,P3,1440,0,918,21,1.0,0.8743,0.9771,0.8543,0.0,462,0.0
2024-07-11,P2-L2,P2,1440,0,808,22,1.0,0.7695,0.9728,0.7486,0.0,484,0.0
2024-07-12,P1-L2,P1,1440,0,843,14,1.0,0.8029,0.9834,0.7895,0.0,308,0.0
2024-07-13,P2-L1,P2,1440,0,992,25,1.0,0.9448,0.9748,0.921,0.0,550,0.0
2024-07-15,P1-L1,P1,1440,0,951,32,1.0,0.9057,0.9664,0.8752,0.0,704,0.0
2024-07-15,P1-L3,P1,1440,0,861,37,1.0,0.82,0.957,0.7848,0.0,814,0.0
2024-07-15,P2-L2,P2,1440,0,909,33,1.0,0.8657,0.9637,0.8343,0.0,726,0.0
2024-07-16,P3-L1,P3,1440,0,903,20,1.0,0.86,0.9779,0.841,0.0,440,0.0
2024-07-17,P2-L1,P2,1440,0,1029,24,1.0,0.98,0.9767,0.9571,0.0,528,0.0
2024-07-20,P2-L2,P2,1440,0,847,26,1.0,0.8067,0.9693,0.7819,0.0,572,0.0
2024-07-21,P1-L3,P1,1440,0,982,34,1.0,0.9352,0.9654,0.9029,0.0,748,0.0
2024-07-21,P2-L2,P2,1440,0,923,26,1.0,0.879,0.9718,0.8543,0.0,572,0.0
2024-07-23,P1-L2,P1,1440,0,756,16,1.0,0.72,0.9788,0.7048,0.0,352,0.0
2024-07-23,P3-L3,P3,1440,0,998,26,1.0,0.9505,0.9739,0.9257,0.0,572,0.0
2024-07-24,P2-L3,P2,1440,9,953,18,0.9938,0.9076,0.9811,0.8849,540.0,396,262.5
2024-07-25,P3-L3,P3,1440,104,752,13,0.9278,0.7162,0.9827,0.653,8320.0,286,3033.33
2024-07-26,P3-L1,P3,1440,212,965,30,0.8528,0.919,0.9689,0.7594,15970.0,660,6183.33
2024-07-26,P3-L2,P3,1440,0,935,21,1.0,0.8905,0.9775,0.8705,0.0,462,0.0
2024-07-26,P3-L3,P3,1440,0,948,26,1.0,0.9029,0.9726,0.8781,0.0,572,0.0
2024-07-27,P1-L3,P1,1440,0,827,28,1.0,0.7876,0.9661,0.761,0.0,616,0.0
2024-07-27,P2-L1,P2,1440,0,911,29,1.0,0.8676,0.9682,0.84,0.0,638,0.0
2024-07-29,P1-L1,P1,1440,0,910,34,1.0,0.8667,0.9626,0.8343,0.0,748,0.0
2024-07-29,P1-L2,P1,1440,0,835,16,1.0,0.7952,0.9808,0.78,0.0,352,0.0
2024-07-30,P1-L3,P1,1440,0,839,30,1.0,0.799,0.9642,0.7705,0.0,660,0.0
2024-07-31,P3-L1,P3,1440,0,905,21,1.0,0.8619,0.9768,0.8419,0.0,462,0.0
2024-08-02,P2-L1,P2,1440,0,834,14,1.0,0.7943,0.9832,0.781,0.0,308,0.0
2024-08-03,P1-L1,P1,1440,0,878,29,1.0,0.8362,0.967,0.8086,0.0,638,0.0
2024-08-03,P1-L2,P1,1440,0,1060,26,1.0,1.0,0.9755,0.9755,0.0,572,0.0
2024-08-04,P1-L3,P1,1440,0,829,27,1.0,0.7895,0.9674,0.7638,0.0,594,0.0
2024-08-04,P3-L2,P3,1440,0,978,33,1.0,0.9314,0.9663,0.9,0.0,726,0.0
2024-08-04,P3-L3,P3,1440,0,935,28,1.0,0.8905,0.9701,0.8638,0.0,616,0.0
2024-08-05,P1-L1,P1,1440,59,836,28,0.959,0.7962,0.9665,0.738,4720.0,616,1720.83
2024-08-06,P1-L1,P1,1440,0,1055,38,1.0,1.0,0.964,0.964,0.0,836,0.0
2024-08-07,P3-L1,P3,1440,0,809,18,1.0,0.7705,0.9778,0.7533,0.0,396,0.0
2024-08-09,P1-L2,P1,1440,0,968,19,1.0,0.9219,0.9804,0.9038,0.0,418,0.0
2024-08-09,P1-L3,P1,1440,0,830,11,1.0,0.7905,0.9867,0.78,0.0,242,0.0
2024-08-09,P3-L1,P3,1440,0,748,21,1.0,0.7124,0.9719,0.6924,0.0,462,0.0
2024-08-11,P1-L2,P1,1440,0,789,29,1.0,0.7514,0.9632,0.7238,0.0,638,0.0
2024-08-12,P2-L3,P2,1440,0,936,36,1.0,0.8914,0.9615,0.8571,0.0,792,0.0
2024-08-13,P1-L2,P1,1440,108,924,32,0.925,0.88,0.9654,0.7858,7560.0,704,3150.0
2024-08-13,P3-L3,P3,1440,0,976,10,1.0,0.9295,0.9898,0.92,0.0,220,0.0
2024-08-14,P3-L1,P3,1440,0,788,16,1.0,0.7505,0.9797,0.7352,0.0,352,0.0
2024-08-15,P2-L3,P2,1440,202,906,11,0.8597,0.8629,0.9879,0.7328,14140.0,242,5891.67
2024-09-10,P2-L2,P2,1440,139,931,30,0.9035,0.8867,0.9678,0.7753,9730.0,660,4054.17
2024-09-20,P3-L3,P3,1440,30,922,30,0.9792,0.8781,0.9675,0.8318,2100.0,660,875.0
2024-09-27,P3-L1,P3,1440,134,887,28,0.9069,0.8448,0.9684,0.742,10720.0,616,3908.33
2024-10-05,P2-L2,P2,1440,21,896,21,0.9854,0.8533,0.9766,0.8212,1260.0,462,612.5
2024-10-29,P1-L2,P1,1440,5,831,27,0.9965,0.7914,0.9675,0.7631,350.0,594,145.83
